Date,Season,Playoff,Team1,Team2,Score1,Score2
1970-09-18,1970,0,LAR,ARI,34,13
1970-09-19,1970,0,NYG,CHI,16,24
1970-09-20,1970,0,LAC,IND,14,16
1970-09-20,1970,0,CIN,OAK,31,21
1970-09-20,1970,0,SF,WSH,26,17
1970-09-20,1970,0,PHI,DAL,7,17
1970-09-20,1970,0,BUF,DEN,10,25
1970-09-20,1970,0,GB,DET,0,40
1970-09-20,1970,0,MIN,KC,27,10
1970-09-20,1970,0,NO,ATL,3,14
1970-09-20,1970,0,NE,MIA,27,14
1970-09-20,1970,0,PIT,TEN,7,19
1970-09-21,1970,0,CLE,NYJ,31,21
1970-09-27,1970,0,CHI,PHI,20,16
1970-09-27,1970,0,LAC,OAK,27,27
1970-09-27,1970,0,SF,CLE,34,31
1970-09-27,1970,0,NE,NYJ,21,31
1970-09-27,1970,0,MIN,NO,26,0
1970-09-27,1970,0,GB,ATL,27,24
1970-09-27,1970,0,DET,CIN,38,3
1970-09-27,1970,0,DEN,PIT,16,13
1970-09-27,1970,0,DAL,NYG,28,10
1970-09-27,1970,0,ARI,WSH,27,17
1970-09-27,1970,0,TEN,MIA,10,20
1970-09-27,1970,0,BUF,LAR,0,19
1970-09-28,1970,0,IND,KC,24,44
1970-10-03,1970,0,CLE,PIT,15,7
1970-10-03,1970,0,MIA,OAK,20,13
1970-10-04,1970,0,CIN,TEN,13,20
1970-10-04,1970,0,NE,IND,6,14
1970-10-04,1970,0,ATL,SF,21,20
1970-10-04,1970,0,DEN,KC,26,13
1970-10-04,1970,0,BUF,NYJ,34,31
1970-10-04,1970,0,PHI,WSH,21,33
1970-10-04,1970,0,GB,MIN,13,10
1970-10-04,1970,0,NO,NYG,14,10
1970-10-04,1970,0,LAR,LAC,37,10
1970-10-04,1970,0,ARI,DAL,20,7
1970-10-05,1970,0,DET,CHI,28,14
1970-10-10,1970,0,NYJ,MIA,6,20
1970-10-11,1970,0,WSH,DET,31,10
1970-10-11,1970,0,LAR,SF,6,20
1970-10-11,1970,0,PIT,BUF,23,10
1970-10-11,1970,0,TEN,IND,20,24
1970-10-11,1970,0,NYG,PHI,30,23
1970-10-11,1970,0,KC,NE,23,10
1970-10-11,1970,0,DAL,ATL,13,0
1970-10-11,1970,0,ARI,NO,24,17
1970-10-11,1970,0,CLE,CIN,30,27
1970-10-11,1970,0,CHI,MIN,0,24
1970-10-11,1970,0,OAK,DEN,35,23
1970-10-12,1970,0,LAC,GB,20,22
1970-10-18,1970,0,SF,NO,20,20
1970-10-18,1970,0,PHI,ARI,20,35
1970-10-18,1970,0,TEN,PIT,3,7
1970-10-18,1970,0,NYJ,IND,22,29
1970-10-18,1970,0,NE,NYG,0,16
1970-10-18,1970,0,MIN,DAL,54,13
1970-10-18,1970,0,DEN,ATL,24,10
1970-10-18,1970,0,CLE,DET,24,41
1970-10-18,1970,0,CIN,KC,19,27
1970-10-18,1970,0,BUF,MIA,14,33
1970-10-18,1970,0,GB,LAR,21,31
1970-10-18,1970,0,CHI,LAC,7,20
1970-10-19,1970,0,OAK,WSH,34,20
1970-10-25,1970,0,NYG,ARI,35,17
1970-10-25,1970,0,MIA,CLE,0,28
1970-10-25,1970,0,KC,DAL,16,27
1970-10-25,1970,0,GB,PHI,30,17
1970-10-25,1970,0,IND,NE,27,3
1970-10-25,1970,0,CHI,DET,10,16
1970-10-25,1970,0,ATL,NO,32,14
1970-10-25,1970,0,NYJ,BUF,6,10
1970-10-25,1970,0,WSH,CIN,20,0
1970-10-25,1970,0,LAC,TEN,31,31
1970-10-25,1970,0,SF,DEN,19,14
1970-10-25,1970,0,OAK,PIT,31,14
1970-10-26,1970,0,MIN,LAR,13,3
1970-11-01,1970,0,DAL,PHI,21,17
1970-11-01,1970,0,CLE,LAC,10,27
1970-11-01,1970,0,ATL,CHI,14,23
1970-11-01,1970,0,ARI,TEN,44,0
1970-11-01,1970,0,NO,LAR,17,30
1970-11-01,1970,0,SF,GB,26,10
1970-11-01,1970,0,DET,MIN,17,30
1970-11-01,1970,0,DEN,WSH,3,19
1970-11-01,1970,0,IND,MIA,35,0
1970-11-01,1970,0,NYJ,NYG,10,22
1970-11-01,1970,0,NE,BUF,10,45
1970-11-01,1970,0,KC,OAK,17,17
1970-11-02,1970,0,PIT,CIN,21,10
1970-11-08,1970,0,ARI,NE,31,0
1970-11-08,1970,0,BUF,CIN,14,43
1970-11-08,1970,0,NO,DET,19,17
1970-11-08,1970,0,LAC,DEN,24,21
1970-11-08,1970,0,LAR,ATL,10,10
1970-11-08,1970,0,WSH,MIN,10,19
1970-11-08,1970,0,OAK,CLE,23,20
1970-11-08,1970,0,PIT,NYJ,21,17
1970-11-08,1970,0,PHI,MIA,24,17
1970-11-08,1970,0,NYG,DAL,23,20
1970-11-08,1970,0,KC,TEN,24,9
1970-11-08,1970,0,CHI,SF,16,37
1970-11-09,1970,0,GB,IND,10,13
1970-11-15,1970,0,IND,BUF,17,17
1970-11-15,1970,0,CIN,CLE,14,10
1970-11-15,1970,0,LAR,NYJ,20,31
1970-11-15,1970,0,PHI,ATL,13,13
1970-11-15,1970,0,PIT,KC,14,31
1970-11-15,1970,0,GB,CHI,20,19
1970-11-15,1970,0,DEN,OAK,19,24
1970-11-15,1970,0,NE,LAC,14,16
1970-11-15,1970,0,MIN,DET,24,20
1970-11-15,1970,0,TEN,SF,20,30
1970-11-15,1970,0,NYG,WSH,35,33
1970-11-15,1970,0,MIA,NO,21,10
1970-11-16,1970,0,DAL,ARI,0,38
1970-11-22,1970,0,NO,DEN,6,31
1970-11-22,1970,0,CLE,TEN,28,14
1970-11-22,1970,0,DET,SF,28,7
1970-11-22,1970,0,KC,ARI,6,6
1970-11-22,1970,0,NYJ,NE,17,3
1970-11-22,1970,0,MIA,IND,34,17
1970-11-22,1970,0,MIN,GB,10,3
1970-11-22,1970,0,CIN,PIT,34,7
1970-11-22,1970,0,WSH,DAL,21,45
1970-11-22,1970,0,ATL,LAR,7,17
1970-11-22,1970,0,OAK,LAC,20,17
1970-11-22,1970,0,CHI,BUF,31,13
1970-11-23,1970,0,PHI,NYG,23,20
1970-11-26,1970,0,DET,OAK,28,14
1970-11-26,1970,0,DAL,GB,16,3
1970-11-29,1970,0,BUF,NE,10,14
1970-11-29,1970,0,SF,LAR,13,30
1970-11-29,1970,0,ARI,PHI,23,14
1970-11-29,1970,0,IND,CHI,21,20
1970-11-29,1970,0,CIN,NO,26,6
1970-11-29,1970,0,WSH,NYG,24,27
1970-11-29,1970,0,PIT,CLE,28,9
1970-11-29,1970,0,TEN,DEN,31,21
1970-11-29,1970,0,NYJ,MIN,20,10
1970-11-29,1970,0,KC,LAC,26,14
1970-11-30,1970,0,ATL,MIA,7,20
1970-12-05,1970,0,MIN,CHI,16,13
1970-12-06,1970,0,DAL,WSH,34,0
1970-12-06,1970,0,LAR,NO,34,16
1970-12-06,1970,0,NYJ,OAK,13,14
1970-12-06,1970,0,NYG,BUF,20,6
1970-12-06,1970,0,MIA,NE,37,20
1970-12-06,1970,0,SF,ATL,24,20
1970-12-06,1970,0,KC,DEN,16,0
1970-12-06,1970,0,IND,PHI,29,10
1970-12-06,1970,0,LAC,CIN,14,17
1970-12-06,1970,0,DET,ARI,16,3
1970-12-06,1970,0,PIT,GB,12,20
1970-12-07,1970,0,TEN,CLE,10,21
1970-12-12,1970,0,CLE,DAL,2,6
1970-12-12,1970,0,OAK,KC,20,6
1970-12-13,1970,0,ARI,NYG,17,34
1970-12-13,1970,0,DEN,LAC,17,17
1970-12-13,1970,0,TEN,CIN,20,30
1970-12-13,1970,0,NE,MIN,14,35
1970-12-13,1970,0,NO,SF,27,38
1970-12-13,1970,0,MIA,NYJ,16,10
1970-12-13,1970,0,CHI,GB,35,17
1970-12-13,1970,0,BUF,IND,14,20
1970-12-13,1970,0,ATL,PIT,27,16
1970-12-13,1970,0,WSH,PHI,24,6
1970-12-14,1970,0,LAR,DET,23,28
1970-12-19,1970,0,IND,NYJ,35,20
1970-12-20,1970,0,CIN,NE,45,7
1970-12-20,1970,0,ATL,MIN,7,37
1970-12-20,1970,0,DET,GB,20,0
1970-12-20,1970,0,NYG,LAR,3,31
1970-12-20,1970,0,MIA,BUF,45,7
1970-12-20,1970,0,NO,CHI,3,24
1970-12-20,1970,0,PHI,PIT,30,20
1970-12-20,1970,0,OAK,SF,7,38
1970-12-20,1970,0,LAC,KC,31,13
1970-12-20,1970,0,WSH,ARI,28,27
1970-12-20,1970,0,DAL,TEN,52,10
1970-12-20,1970,0,DEN,CLE,13,27
1970-12-26,1970,1,IND,CIN,17,0
1970-12-26,1970,1,DAL,DET,5,0
1970-12-27,1970,1,MIN,SF,14,17
1970-12-27,1970,1,OAK,MIA,21,14
1971-01-03,1970,1,SF,DAL,10,17
1971-01-03,1970,1,IND,OAK,27,17
1971-01-17,1970,1,DAL,IND,13,16
1971-09-19,1971,0,ATL,SF,20,17
1971-09-19,1971,0,CHI,PIT,17,15
1971-09-19,1971,0,LAC,KC,21,14
1971-09-19,1971,0,NO,LAR,24,20
1971-09-19,1971,0,GB,NYG,40,42
1971-09-19,1971,0,DEN,MIA,10,10
1971-09-19,1971,0,ARI,WSH,17,24
1971-09-19,1971,0,IND,NYJ,22,0
1971-09-19,1971,0,CLE,TEN,31,0
1971-09-19,1971,0,NE,OAK,20,6
1971-09-19,1971,0,CIN,PHI,37,14
1971-09-19,1971,0,BUF,DAL,37,49
1971-09-20,1971,0,DET,MIN,13,16
1971-09-26,1971,0,BUF,MIA,14,29
1971-09-26,1971,0,NYG,WSH,3,30
1971-09-26,1971,0,LAC,OAK,0,34
1971-09-26,1971,0,PHI,DAL,7,42
1971-09-26,1971,0,PIT,CIN,21,10
1971-09-26,1971,0,IND,CLE,13,14
1971-09-26,1971,0,GB,DEN,34,13
1971-09-26,1971,0,MIN,CHI,17,20
1971-09-26,1971,0,LAR,ATL,20,20
1971-09-26,1971,0,NO,SF,20,38
1971-09-26,1971,0,NE,DET,7,34
1971-09-26,1971,0,TEN,KC,16,20
1971-09-27,1971,0,ARI,NYJ,17,10
1971-10-03,1971,0,TEN,NO,13,13
1971-10-03,1971,0,LAR,CHI,17,3
1971-10-03,1971,0,PIT,LAC,21,17
1971-10-03,1971,0,ARI,NYG,20,21
1971-10-03,1971,0,DAL,WSH,16,20
1971-10-03,1971,0,PHI,SF,3,31
1971-10-03,1971,0,DEN,KC,3,16
1971-10-03,1971,0,NE,IND,3,23
1971-10-03,1971,0,MIN,BUF,19,0
1971-10-03,1971,0,MIA,NYJ,10,14
1971-10-03,1971,0,GB,CIN,20,17
1971-10-03,1971,0,DET,ATL,41,38
1971-10-04,1971,0,CLE,OAK,20,34
1971-10-10,1971,0,NE,NYJ,20,0
1971-10-10,1971,0,WSH,TEN,22,13
1971-10-10,1971,0,KC,LAC,31,10
1971-10-10,1971,0,ATL,ARI,9,26
1971-10-10,1971,0,BUF,IND,0,43
1971-10-10,1971,0,CHI,NO,35,14
1971-10-10,1971,0,CIN,MIA,13,23
1971-10-10,1971,0,CLE,PIT,27,17
1971-10-10,1971,0,PHI,MIN,0,13
1971-10-10,1971,0,DEN,OAK,16,27
1971-10-10,1971,0,DET,GB,31,28
1971-10-10,1971,0,SF,LAR,13,20
1971-10-11,1971,0,DAL,NYG,20,13
1971-10-17,1971,0,NO,DAL,24,14
1971-10-17,1971,0,WSH,ARI,20,0
1971-10-17,1971,0,DEN,LAC,20,16
1971-10-17,1971,0,NYG,IND,7,31
1971-10-17,1971,0,NYJ,BUF,28,17
1971-10-17,1971,0,TEN,DET,7,31
1971-10-17,1971,0,OAK,PHI,34,10
1971-10-17,1971,0,ATL,LAR,16,24
1971-10-17,1971,0,SF,CHI,13,0
1971-10-17,1971,0,MIA,NE,41,3
1971-10-17,1971,0,CIN,CLE,24,27
1971-10-17,1971,0,GB,MIN,13,24
1971-10-18,1971,0,KC,PIT,38,16
1971-10-23,1971,0,LAC,BUF,20,3
1971-10-24,1971,0,ARI,SF,14,26
1971-10-24,1971,0,LAR,GB,30,13
1971-10-24,1971,0,OAK,CIN,31,27
1971-10-24,1971,0,PIT,TEN,23,16
1971-10-24,1971,0,PHI,NYG,23,7
1971-10-24,1971,0,NYJ,MIA,14,30
1971-10-24,1971,0,KC,WSH,27,20
1971-10-24,1971,0,DET,CHI,23,28
1971-10-24,1971,0,DAL,NE,44,21
1971-10-24,1971,0,ATL,NO,28,6
1971-10-24,1971,0,CLE,DEN,0,27
1971-10-25,1971,0,MIN,IND,10,3
1971-10-31,1971,0,LAC,NYJ,49,21
1971-10-31,1971,0,TEN,CIN,10,6
1971-10-31,1971,0,LAR,MIA,14,20
1971-10-31,1971,0,CHI,DAL,23,19
1971-10-31,1971,0,NYG,MIN,10,17
1971-10-31,1971,0,CLE,ATL,14,31
1971-10-31,1971,0,OAK,KC,20,20
1971-10-31,1971,0,BUF,ARI,23,28
1971-10-31,1971,0,IND,PIT,34,21
1971-10-31,1971,0,PHI,DEN,17,16
1971-10-31,1971,0,WSH,NO,24,14
1971-10-31,1971,0,SF,NE,27,10
1971-11-01,1971,0,GB,DET,14,14
1971-11-07,1971,0,MIA,BUF,34,0
1971-11-07,1971,0,CIN,ATL,6,9
1971-11-07,1971,0,ARI,DAL,13,16
1971-11-07,1971,0,NE,TEN,28,20
1971-11-07,1971,0,NYG,LAC,35,17
1971-11-07,1971,0,DEN,DET,20,24
1971-11-07,1971,0,CHI,GB,14,17
1971-11-07,1971,0,MIN,SF,9,13
1971-11-07,1971,0,NO,OAK,21,21
1971-11-07,1971,0,NYJ,KC,13,10
1971-11-07,1971,0,PIT,CLE,26,9
1971-11-07,1971,0,WSH,PHI,7,7
1971-11-08,1971,0,IND,LAR,24,17
1971-11-14,1971,0,DAL,PHI,20,7
1971-11-14,1971,0,ATL,NYG,17,21
1971-11-14,1971,0,NE,BUF,38,33
1971-11-14,1971,0,MIN,GB,3,0
1971-11-14,1971,0,KC,CLE,13,7
1971-11-14,1971,0,CHI,WSH,16,15
1971-11-14,1971,0,DEN,CIN,10,24
1971-11-14,1971,0,DET,LAR,13,21
1971-11-14,1971,0,OAK,TEN,41,21
1971-11-14,1971,0,MIA,PIT,24,21
1971-11-14,1971,0,NYJ,IND,13,14
1971-11-14,1971,0,SF,NO,20,26
1971-11-15,1971,0,LAC,ARI,20,17
1971-11-21,1971,0,BUF,NYJ,7,20
1971-11-21,1971,0,CLE,NE,27,7
1971-11-21,1971,0,CIN,TEN,28,13
1971-11-21,1971,0,CHI,DET,3,28
1971-11-21,1971,0,LAR,SF,17,6
1971-11-21,1971,0,PIT,NYG,17,13
1971-11-21,1971,0,NO,MIN,10,23
1971-11-21,1971,0,MIA,IND,17,14
1971-11-21,1971,0,ARI,PHI,20,37
1971-11-21,1971,0,KC,DEN,28,10
1971-11-21,1971,0,WSH,DAL,0,13
1971-11-21,1971,0,OAK,LAC,34,33
1971-11-22,1971,0,ATL,GB,28,21
1971-11-25,1971,0,DET,KC,32,21
1971-11-25,1971,0,DAL,LAR,28,21
1971-11-28,1971,0,NYJ,SF,21,24
1971-11-28,1971,0,OAK,IND,14,37
1971-11-28,1971,0,PIT,DEN,10,22
1971-11-28,1971,0,PHI,WSH,13,20
1971-11-28,1971,0,NYG,ARI,7,24
1971-11-28,1971,0,MIN,ATL,24,7
1971-11-28,1971,0,GB,NO,21,29
1971-11-28,1971,0,BUF,NE,27,20
1971-11-28,1971,0,CIN,LAC,31,0
1971-11-28,1971,0,TEN,CLE,24,37
1971-11-29,1971,0,MIA,CHI,34,3
1971-12-04,1971,0,DAL,NYJ,52,10
1971-12-05,1971,0,DEN,CHI,6,3
1971-12-05,1971,0,ARI,GB,16,16
1971-12-05,1971,0,IND,BUF,24,0
1971-12-05,1971,0,CLE,CIN,31,27
1971-12-05,1971,0,ATL,OAK,24,13
1971-12-05,1971,0,LAC,MIN,30,14
1971-12-05,1971,0,DET,PHI,20,23
1971-12-05,1971,0,LAR,NO,45,28
1971-12-05,1971,0,WSH,NYG,23,7
1971-12-05,1971,0,NE,MIA,34,13
1971-12-05,1971,0,TEN,PIT,29,3
1971-12-06,1971,0,SF,KC,17,26
1971-12-11,1971,0,IND,MIA,14,3
1971-12-11,1971,0,MIN,DET,29,10
1971-12-12,1971,0,PHI,ARI,19,7
1971-12-12,1971,0,LAC,DEN,45,17
1971-12-12,1971,0,CIN,PIT,13,21
1971-12-12,1971,0,GB,CHI,31,10
1971-12-12,1971,0,KC,OAK,16,14
1971-12-12,1971,0,NO,CLE,17,21
1971-12-12,1971,0,NYG,DAL,14,42
1971-12-12,1971,0,BUF,TEN,14,20
1971-12-12,1971,0,NYJ,NE,13,6
1971-12-12,1971,0,SF,ATL,24,3
1971-12-13,1971,0,LAR,WSH,24,38
1971-12-18,1971,0,DAL,ARI,31,12
1971-12-19,1971,0,OAK,DEN,21,13
1971-12-19,1971,0,NO,ATL,20,24
1971-12-19,1971,0,PIT,LAR,14,23
1971-12-19,1971,0,MIA,GB,27,6
1971-12-19,1971,0,IND,NE,17,21
1971-12-19,1971,0,NYJ,CIN,35,21
1971-12-19,1971,0,KC,BUF,22,9
1971-12-19,1971,0,CHI,MIN,10,27
1971-12-19,1971,0,TEN,LAC,49,33
1971-12-19,1971,0,SF,DET,31,27
1971-12-19,1971,0,WSH,CLE,13,20
1971-12-19,1971,0,NYG,PHI,28,41
1971-12-25,1971,1,MIN,DAL,12,20
1971-12-25,1971,1,KC,MIA,24,27
1971-12-26,1971,1,SF,WSH,24,20
1971-12-26,1971,1,CLE,IND,3,20
1972-01-02,1971,1,DAL,SF,14,3
1972-01-02,1971,1,MIA,IND,21,0
1972-01-16,1971,1,MIA,DAL,3,24
1972-09-17,1972,0,SF,LAC,34,3
1972-09-17,1972,0,IND,ARI,3,10
1972-09-17,1972,0,BUF,NYJ,24,41
1972-09-17,1972,0,CHI,ATL,21,37
1972-09-17,1972,0,CLE,GB,10,26
1972-09-17,1972,0,NE,CIN,7,31
1972-09-17,1972,0,KC,MIA,10,20
1972-09-17,1972,0,PIT,OAK,34,28
1972-09-17,1972,0,LAR,NO,34,14
1972-09-17,1972,0,DET,NYG,30,16
1972-09-17,1972,0,DEN,TEN,30,17
1972-09-17,1972,0,DAL,PHI,28,6
1972-09-18,1972,0,MIN,WSH,21,24
1972-09-24,1972,0,LAC,DEN,37,14
1972-09-24,1972,0,BUF,SF,27,20
1972-09-24,1972,0,CIN,PIT,15,10
1972-09-24,1972,0,IND,NYJ,34,44
1972-09-24,1972,0,DET,MIN,10,34
1972-09-24,1972,0,GB,OAK,14,20
1972-09-24,1972,0,NE,ATL,21,20
1972-09-24,1972,0,NYG,DAL,14,23
1972-09-24,1972,0,PHI,CLE,17,27
1972-09-24,1972,0,WSH,ARI,24,10
1972-09-24,1972,0,MIA,TEN,34,13
1972-09-24,1972,0,CHI,LAR,13,13
1972-09-25,1972,0,NO,KC,17,20
1972-10-01,1972,0,CLE,CIN,27,6
1972-10-01,1972,0,ARI,PIT,19,25
1972-10-01,1972,0,NO,SF,2,37
1972-10-01,1972,0,OAK,LAC,17,17
1972-10-01,1972,0,MIN,MIA,14,16
1972-10-01,1972,0,DEN,KC,24,45
1972-10-01,1972,0,ATL,LAR,31,3
1972-10-01,1972,0,GB,DAL,16,13
1972-10-01,1972,0,TEN,NYJ,26,20
1972-10-01,1972,0,NE,WSH,24,23
1972-10-01,1972,0,BUF,IND,0,17
1972-10-01,1972,0,CHI,DET,24,38
1972-10-02,1972,0,PHI,NYG,12,27
1972-10-08,1972,0,NYJ,MIA,17,27
1972-10-08,1972,0,IND,LAC,20,23
1972-10-08,1972,0,LAR,SF,31,7
1972-10-08,1972,0,WSH,PHI,14,0
1972-10-08,1972,0,NYG,NO,45,21
1972-10-08,1972,0,MIN,ARI,17,19
1972-10-08,1972,0,GB,CHI,20,17
1972-10-08,1972,0,DAL,PIT,17,13
1972-10-08,1972,0,CLE,KC,7,31
1972-10-08,1972,0,CIN,DEN,21,10
1972-10-08,1972,0,BUF,NE,38,14
1972-10-08,1972,0,ATL,DET,23,26
1972-10-09,1972,0,TEN,OAK,0,34
1972-10-15,1972,0,SF,NYG,17,23
1972-10-15,1972,0,OAK,BUF,28,16
1972-10-15,1972,0,PIT,TEN,24,7
1972-10-15,1972,0,NE,NYJ,13,41
1972-10-15,1972,0,NO,ATL,14,21
1972-10-15,1972,0,KC,CIN,16,23
1972-10-15,1972,0,DEN,MIN,20,23
1972-10-15,1972,0,ARI,WSH,3,33
1972-10-15,1972,0,IND,DAL,0,21
1972-10-15,1972,0,PHI,LAR,3,34
1972-10-15,1972,0,MIA,LAC,24,10
1972-10-15,1972,0,CLE,CHI,0,17
1972-10-16,1972,0,DET,GB,23,24
1972-10-22,1972,0,WSH,DAL,24,20
1972-10-22,1972,0,LAR,CIN,15,12
1972-10-22,1972,0,GB,ATL,9,10
1972-10-22,1972,0,KC,PHI,20,21
1972-10-22,1972,0,MIA,BUF,24,23
1972-10-22,1972,0,DET,LAC,34,20
1972-10-22,1972,0,NYG,ARI,27,21
1972-10-22,1972,0,NYJ,IND,24,20
1972-10-22,1972,0,TEN,CLE,17,23
1972-10-22,1972,0,PIT,NE,33,3
1972-10-22,1972,0,OAK,DEN,23,30
1972-10-22,1972,0,SF,NO,20,20
1972-10-23,1972,0,CHI,MIN,13,10
1972-10-29,1972,0,NO,PHI,21,3
1972-10-29,1972,0,GB,MIN,13,27
1972-10-29,1972,0,DEN,CLE,20,27
1972-10-29,1972,0,LAC,KC,14,26
1972-10-29,1972,0,ARI,CHI,10,27
1972-10-29,1972,0,NYG,WSH,16,23
1972-10-29,1972,0,IND,MIA,0,23
1972-10-29,1972,0,CIN,TEN,30,7
1972-10-29,1972,0,BUF,PIT,21,38
1972-10-29,1972,0,ATL,SF,14,49
1972-10-29,1972,0,OAK,LAR,45,17
1972-10-29,1972,0,NYJ,NE,34,10
1972-10-30,1972,0,DAL,DET,28,24
1972-11-05,1972,0,NYG,DEN,29,17
1972-11-05,1972,0,KC,OAK,27,14
1972-11-05,1972,0,LAC,DAL,28,34
1972-11-05,1972,0,CLE,TEN,20,0
1972-11-05,1972,0,LAR,ATL,20,7
1972-11-05,1972,0,MIN,NO,37,6
1972-11-05,1972,0,BUF,MIA,16,30
1972-11-05,1972,0,DET,CHI,14,0
1972-11-05,1972,0,GB,SF,34,24
1972-11-05,1972,0,PIT,CIN,40,17
1972-11-05,1972,0,PHI,ARI,6,6
1972-11-05,1972,0,NYJ,WSH,17,35
1972-11-06,1972,0,NE,IND,17,24
1972-11-12,1972,0,LAR,DEN,10,16
1972-11-12,1972,0,DAL,ARI,33,24
1972-11-12,1972,0,WSH,NYG,27,13
1972-11-12,1972,0,SF,IND,24,21
1972-11-12,1972,0,PIT,KC,16,7
1972-11-12,1972,0,TEN,PHI,17,18
1972-11-12,1972,0,NYJ,BUF,41,3
1972-11-12,1972,0,MIN,DET,16,14
1972-11-12,1972,0,MIA,NE,52,0
1972-11-12,1972,0,CIN,OAK,14,20
1972-11-12,1972,0,CHI,GB,17,23
1972-11-12,1972,0,ATL,NO,36,20
1972-11-13,1972,0,LAC,CLE,17,21
1972-11-19,1972,0,DEN,OAK,20,37
1972-11-19,1972,0,KC,LAC,17,27
1972-11-19,1972,0,LAR,MIN,41,45
1972-11-19,1972,0,PHI,DAL,7,28
1972-11-19,1972,0,TEN,GB,10,23
1972-11-19,1972,0,NE,BUF,24,27
1972-11-19,1972,0,MIA,NYJ,28,24
1972-11-19,1972,0,DET,NO,27,14
1972-11-19,1972,0,ARI,NYG,7,13
1972-11-19,1972,0,CLE,PIT,26,24
1972-11-19,1972,0,CIN,IND,19,20
1972-11-19,1972,0,CHI,SF,21,34
1972-11-20,1972,0,WSH,ATL,24,13
1972-11-23,1972,0,DET,NYJ,37,20
1972-11-23,1972,0,DAL,SF,10,31
1972-11-26,1972,0,IND,NE,31,0
1972-11-26,1972,0,CHI,CIN,3,13
1972-11-26,1972,0,ATL,DEN,23,20
1972-11-26,1972,0,NYG,PHI,62,10
1972-11-26,1972,0,CLE,BUF,27,10
1972-11-26,1972,0,NO,LAR,19,16
1972-11-26,1972,0,WSH,GB,21,16
1972-11-26,1972,0,OAK,KC,26,3
1972-11-26,1972,0,PIT,MIN,23,10
1972-11-26,1972,0,LAC,TEN,34,20
1972-11-27,1972,0,MIA,ARI,31,10
1972-12-03,1972,0,NYJ,NO,18,17
1972-12-03,1972,0,ATL,TEN,20,10
1972-12-03,1972,0,CIN,NYG,13,10
1972-12-03,1972,0,ARI,DAL,6,27
1972-12-03,1972,0,GB,DET,33,7
1972-12-03,1972,0,KC,DEN,24,21
1972-12-03,1972,0,MIN,CHI,23,10
1972-12-03,1972,0,NE,MIA,21,37
1972-12-03,1972,0,PHI,WSH,7,23
1972-12-03,1972,0,PIT,CLE,30,0
1972-12-03,1972,0,LAC,OAK,19,21
1972-12-03,1972,0,IND,BUF,35,7
1972-12-04,1972,0,SF,LAR,16,26
1972-12-09,1972,0,CIN,CLE,24,27
1972-12-09,1972,0,DAL,WSH,34,24
1972-12-10,1972,0,DEN,LAC,38,13
1972-12-10,1972,0,NO,NE,10,17
1972-12-10,1972,0,PHI,CHI,12,21
1972-12-10,1972,0,ARI,LAR,24,14
1972-12-10,1972,0,TEN,PIT,3,9
1972-12-10,1972,0,NYG,MIA,13,23
1972-12-10,1972,0,KC,IND,24,10
1972-12-10,1972,0,MIN,GB,7,23
1972-12-10,1972,0,BUF,DET,21,21
1972-12-10,1972,0,SF,ATL,20,0
1972-12-11,1972,0,OAK,NYJ,24,16
1972-12-16,1972,0,MIA,IND,16,0
1972-12-16,1972,0,SF,MIN,20,17
1972-12-17,1972,0,WSH,BUF,17,24
1972-12-17,1972,0,TEN,CIN,17,61
1972-12-17,1972,0,LAC,PIT,2,24
1972-12-17,1972,0,OAK,CHI,28,21
1972-12-17,1972,0,NYJ,CLE,10,26
1972-12-17,1972,0,NO,GB,20,30
1972-12-17,1972,0,DEN,NE,45,21
1972-12-17,1972,0,DAL,NYG,3,23
1972-12-17,1972,0,ARI,PHI,24,23
1972-12-17,1972,0,ATL,KC,14,17
1972-12-17,1972,0,LAR,DET,17,34
1972-12-23,1972,1,PIT,OAK,13,7
1972-12-23,1972,1,SF,DAL,28,30
1972-12-24,1972,1,WSH,GB,16,3
1972-12-24,1972,1,MIA,CLE,20,14
1972-12-31,1972,1,WSH,DAL,26,3
1972-12-31,1972,1,PIT,MIA,17,21
1973-01-14,1972,1,WSH,MIA,7,14
1973-09-16,1973,0,NYG,TEN,34,14
1973-09-16,1973,0,NE,BUF,13,31
1973-09-16,1973,0,NO,ATL,7,62
1973-09-16,1973,0,MIA,SF,21,13
1973-09-16,1973,0,DEN,CIN,28,10
1973-09-16,1973,0,CLE,IND,24,14
1973-09-16,1973,0,PHI,ARI,23,34
1973-09-16,1973,0,MIN,OAK,24,16
1973-09-16,1973,0,KC,LAR,13,23
1973-09-16,1973,0,WSH,LAC,38,0
1973-09-16,1973,0,PIT,DET,24,10
1973-09-16,1973,0,CHI,DAL,17,20
1973-09-17,1973,0,GB,NYJ,23,7
1973-09-23,1973,0,LAR,ATL,31,0
1973-09-23,1973,0,NE,KC,7,10
1973-09-23,1973,0,OAK,MIA,12,7
1973-09-23,1973,0,PIT,CLE,33,6
1973-09-23,1973,0,NYG,PHI,23,23
1973-09-23,1973,0,GB,DET,13,13
1973-09-23,1973,0,DEN,SF,34,36
1973-09-23,1973,0,ARI,WSH,34,27
1973-09-23,1973,0,IND,NYJ,10,34
1973-09-23,1973,0,CIN,TEN,24,10
1973-09-23,1973,0,LAC,BUF,34,7
1973-09-23,1973,0,CHI,MIN,13,22
1973-09-24,1973,0,DAL,NO,40,3
