Date,Season,Playoff,Team1,Team2,Score1,Score2
2014-12-07,2014,0,NO,CAR,10,41
2014-12-07,2014,0,LAC,NE,14,23
2014-12-07,2014,0,WSH,LAR,0,24
2014-12-07,2014,0,MIA,BAL,13,28
2014-12-07,2014,0,JAX,HOU,13,27
2014-12-07,2014,0,MIN,NYJ,30,24
2014-12-07,2014,0,CIN,PIT,21,42
2014-12-07,2014,0,DET,TB,34,17
2014-12-08,2014,0,GB,ATL,43,37
2014-12-11,2014,0,LAR,ARI,6,12
2014-12-14,2014,0,KC,OAK,31,13
2014-12-14,2014,0,LAC,DEN,10,22
2014-12-14,2014,0,NYG,WSH,24,13
2014-12-14,2014,0,PHI,DAL,27,38
2014-12-14,2014,0,TEN,NYJ,11,16
2014-12-14,2014,0,BAL,JAX,20,12
2014-12-14,2014,0,DET,MIN,16,14
2014-12-14,2014,0,SEA,SF,17,7
2014-12-14,2014,0,ATL,PIT,20,27
2014-12-14,2014,0,BUF,GB,21,13
2014-12-14,2014,0,CAR,TB,19,17
2014-12-14,2014,0,CLE,CIN,0,30
2014-12-14,2014,0,IND,HOU,17,10
2014-12-14,2014,0,NE,MIA,41,13
2014-12-15,2014,0,CHI,NO,15,31
2014-12-18,2014,0,JAX,TEN,21,13
2014-12-20,2014,0,SF,LAC,35,38
2014-12-20,2014,0,WSH,PHI,27,24
2014-12-21,2014,0,CHI,DET,14,20
2014-12-21,2014,0,CAR,CLE,17,13
2014-12-21,2014,0,TB,GB,3,20
2014-12-21,2014,0,LAR,NYG,27,37
2014-12-21,2014,0,PIT,KC,20,12
2014-12-21,2014,0,NYJ,NE,16,17
2014-12-21,2014,0,OAK,BUF,26,24
2014-12-21,2014,0,HOU,BAL,25,13
2014-12-21,2014,0,MIA,MIN,37,35
2014-12-21,2014,0,DAL,IND,42,7
2014-12-21,2014,0,ARI,SEA,6,35
2014-12-21,2014,0,NO,ATL,14,30
2014-12-22,2014,0,CIN,DEN,37,28
2014-12-28,2014,0,WSH,DAL,17,44
2014-12-28,2014,0,SEA,LAR,20,6
2014-12-28,2014,0,TEN,IND,10,27
2014-12-28,2014,0,TB,NO,20,23
2014-12-28,2014,0,SF,ARI,20,17
2014-12-28,2014,0,BAL,CLE,20,10
2014-12-28,2014,0,PIT,CIN,27,17
2014-12-28,2014,0,NYG,PHI,26,34
2014-12-28,2014,0,NE,BUF,9,17
2014-12-28,2014,0,MIN,CHI,13,9
2014-12-28,2014,0,MIA,NYJ,24,37
2014-12-28,2014,0,HOU,JAX,23,17
2014-12-28,2014,0,GB,DET,30,20
2014-12-28,2014,0,KC,LAC,19,7
2014-12-28,2014,0,DEN,OAK,47,14
2014-12-28,2014,0,ATL,CAR,3,34
2015-01-03,2014,1,CAR,ARI,27,16
2015-01-03,2014,1,PIT,BAL,17,30
2015-01-04,2014,1,DAL,DET,24,20
2015-01-04,2014,1,IND,CIN,26,10
2015-01-10,2014,1,SEA,CAR,31,17
2015-01-10,2014,1,NE,BAL,35,31
2015-01-11,2014,1,GB,DAL,26,21
2015-01-11,2014,1,DEN,IND,13,24
2015-01-18,2014,1,NE,IND,45,7
2015-01-18,2014,1,SEA,GB,28,22
2015-02-01,2014,1,NE,SEA,28,24
2015-09-10,2015,0,NE,PIT,28,21
2015-09-13,2015,0,NYJ,CLE,31,10
2015-09-13,2015,0,LAR,SEA,34,31
2015-09-13,2015,0,JAX,CAR,9,20
2015-09-13,2015,0,CHI,GB,23,31
2015-09-13,2015,0,WSH,MIA,10,17
2015-09-13,2015,0,HOU,KC,20,27
2015-09-13,2015,0,BUF,IND,27,14
2015-09-13,2015,0,LAC,DET,33,28
2015-09-13,2015,0,ARI,NO,31,19
2015-09-13,2015,0,OAK,CIN,13,33
2015-09-13,2015,0,TB,TEN,14,42
2015-09-13,2015,0,DEN,BAL,19,13
2015-09-13,2015,0,DAL,NYG,27,26
2015-09-14,2015,0,ATL,PHI,26,24
2015-09-14,2015,0,SF,MIN,20,3
2015-09-17,2015,0,KC,DEN,24,31
2015-09-20,2015,0,NYG,ATL,20,24
2015-09-20,2015,0,CAR,HOU,24,17
2015-09-20,2015,0,BUF,NE,32,40
2015-09-20,2015,0,PIT,SF,43,18
2015-09-20,2015,0,MIN,DET,26,16
2015-09-20,2015,0,CHI,ARI,23,48
2015-09-20,2015,0,NO,TB,19,26
2015-09-20,2015,0,WSH,LAR,24,10
2015-09-20,2015,0,CIN,LAC,24,19
2015-09-20,2015,0,CLE,TEN,28,14
2015-09-20,2015,0,OAK,BAL,37,33
2015-09-20,2015,0,JAX,MIA,23,20
2015-09-20,2015,0,PHI,DAL,10,20
2015-09-20,2015,0,GB,SEA,27,17
2015-09-21,2015,0,IND,NYJ,7,20
2015-09-24,2015,0,NYG,WSH,32,21
2015-09-27,2015,0,MIN,LAC,31,14
2015-09-27,2015,0,TEN,IND,33,35
2015-09-27,2015,0,DAL,ATL,28,39
2015-09-27,2015,0,NE,JAX,51,17
2015-09-27,2015,0,NYJ,PHI,17,24
2015-09-27,2015,0,CAR,NO,27,22
2015-09-27,2015,0,LAR,PIT,6,12
2015-09-27,2015,0,BAL,CIN,24,28
2015-09-27,2015,0,HOU,TB,19,9
2015-09-27,2015,0,CLE,OAK,20,27
2015-09-27,2015,0,ARI,SF,47,7
2015-09-27,2015,0,MIA,BUF,14,41
2015-09-27,2015,0,SEA,CHI,26,0
2015-09-27,2015,0,DET,DEN,12,24
2015-09-28,2015,0,GB,KC,38,28
2015-10-01,2015,0,PIT,BAL,20,23
2015-10-04,2015,0,MIA,NYJ,14,27
2015-10-04,2015,0,ATL,HOU,48,21
2015-10-04,2015,0,BUF,NYG,10,24
2015-10-04,2015,0,TB,CAR,23,37
2015-10-04,2015,0,CIN,KC,36,21
2015-10-04,2015,0,WSH,PHI,23,20
2015-10-04,2015,0,CHI,OAK,22,20
2015-10-04,2015,0,IND,JAX,16,13
2015-10-04,2015,0,LAC,CLE,30,27
2015-10-04,2015,0,DEN,MIN,23,20
2015-10-04,2015,0,ARI,LAR,22,24
2015-10-04,2015,0,SF,GB,3,17
2015-10-04,2015,0,NO,DAL,26,20
2015-10-05,2015,0,SEA,DET,13,10
2015-10-08,2015,0,HOU,IND,20,27
2015-10-11,2015,0,ATL,WSH,25,19
2015-10-11,2015,0,TB,JAX,38,31
2015-10-11,2015,0,BAL,CLE,30,33
2015-10-11,2015,0,GB,LAR,24,10
2015-10-11,2015,0,TEN,BUF,13,14
2015-10-11,2015,0,PHI,NO,39,17
2015-10-11,2015,0,KC,CHI,17,18
2015-10-11,2015,0,CIN,SEA,27,24
2015-10-11,2015,0,DET,ARI,17,42
2015-10-11,2015,0,OAK,DEN,10,16
2015-10-11,2015,0,DAL,NE,6,30
2015-10-11,2015,0,NYG,SF,30,27
2015-10-12,2015,0,LAC,PIT,20,24
2015-10-15,2015,0,NO,ATL,31,21
2015-10-18,2015,0,BUF,CIN,21,34
2015-10-18,2015,0,MIN,KC,16,10
2015-10-18,2015,0,TEN,MIA,10,38
2015-10-18,2015,0,NYJ,WSH,34,20
2015-10-18,2015,0,DET,CHI,37,34
2015-10-18,2015,0,PIT,ARI,25,13
2015-10-18,2015,0,JAX,HOU,20,31
2015-10-18,2015,0,CLE,DEN,23,26
2015-10-18,2015,0,SEA,CAR,23,27
2015-10-18,2015,0,GB,LAC,27,20
2015-10-18,2015,0,SF,BAL,25,20
2015-10-18,2015,0,IND,NE,27,34
2015-10-19,2015,0,PHI,NYG,27,7
2015-10-22,2015,0,SF,SEA,3,20
2015-10-25,2015,0,JAX,BUF,34,31
2015-10-25,2015,0,DET,MIN,19,28
2015-10-25,2015,0,NE,NYJ,30,23
2015-10-25,2015,0,TEN,ATL,7,10
2015-10-25,2015,0,WSH,TB,31,30
2015-10-25,2015,0,KC,PIT,23,13
2015-10-25,2015,0,IND,NO,21,27
2015-10-25,2015,0,MIA,HOU,44,26
2015-10-25,2015,0,LAR,CLE,24,6
2015-10-25,2015,0,LAC,OAK,29,37
2015-10-25,2015,0,NYG,DAL,27,20
2015-10-25,2015,0,CAR,PHI,27,16
2015-10-26,2015,0,ARI,BAL,26,18
2015-10-29,2015,0,NE,MIA,36,7
2015-11-01,2015,0,KC,DET,45,10
2015-11-01,2015,0,NO,NYG,52,49
2015-11-01,2015,0,HOU,TEN,20,6
2015-11-01,2015,0,BAL,LAC,29,26
2015-11-01,2015,0,PIT,CIN,10,16
2015-11-01,2015,0,ATL,TB,20,23
2015-11-01,2015,0,CHI,MIN,20,23
2015-11-01,2015,0,CLE,ARI,20,34
2015-11-01,2015,0,LAR,SF,27,6
2015-11-01,2015,0,OAK,NYJ,34,20
2015-11-01,2015,0,DAL,SEA,12,13
2015-11-01,2015,0,DEN,GB,29,10
2015-11-02,2015,0,CAR,IND,29,26
2015-11-05,2015,0,CIN,CLE,31,10
2015-11-08,2015,0,NE,WSH,27,10
2015-11-08,2015,0,NYJ,JAX,28,23
2015-11-08,2015,0,NO,TEN,28,34
2015-11-08,2015,0,CAR,GB,37,29
2015-11-08,2015,0,MIN,LAR,21,18
2015-11-08,2015,0,BUF,MIA,33,17
2015-11-08,2015,0,PIT,OAK,38,35
2015-11-08,2015,0,SF,ATL,17,16
2015-11-08,2015,0,TB,NYG,18,32
2015-11-08,2015,0,IND,DEN,27,24
2015-11-08,2015,0,DAL,PHI,27,33
2015-11-09,2015,0,LAC,CHI,19,22
2015-11-12,2015,0,NYJ,BUF,17,22
2015-11-15,2015,0,TEN,CAR,10,27
2015-11-15,2015,0,TB,DAL,10,6
2015-11-15,2015,0,BAL,JAX,20,22
2015-11-15,2015,0,LAR,CHI,13,37
2015-11-15,2015,0,GB,DET,16,18
2015-11-15,2015,0,PHI,MIA,19,20
2015-11-15,2015,0,PIT,CLE,30,9
2015-11-15,2015,0,WSH,NO,47,14
2015-11-15,2015,0,OAK,MIN,14,30
2015-11-15,2015,0,DEN,KC,13,29
2015-11-15,2015,0,NYG,NE,26,27
2015-11-15,2015,0,SEA,ARI,32,39
2015-11-16,2015,0,CIN,HOU,6,10
2015-11-19,2015,0,JAX,TEN,19,13
2015-11-22,2015,0,MIA,DAL,14,24
2015-11-22,2015,0,PHI,TB,17,45
2015-11-22,2015,0,DET,OAK,18,13
2015-11-22,2015,0,CAR,WSH,44,16
2015-11-22,2015,0,BAL,LAR,16,13
2015-11-22,2015,0,CHI,DEN,15,17
2015-11-22,2015,0,ATL,IND,21,24
2015-11-22,2015,0,HOU,NYJ,24,17
2015-11-22,2015,0,LAC,KC,3,33
2015-11-22,2015,0,SEA,SF,29,13
2015-11-22,2015,0,MIN,GB,13,30
2015-11-22,2015,0,ARI,CIN,34,31
2015-11-23,2015,0,NE,BUF,20,13
2015-11-26,2015,0,DET,PHI,45,14
2015-11-26,2015,0,DAL,CAR,14,33
2015-11-26,2015,0,GB,CHI,13,17
2015-11-29,2015,0,KC,BUF,30,22
2015-11-29,2015,0,IND,TB,25,12
2015-11-29,2015,0,CIN,LAR,31,7
2015-11-29,2015,0,WSH,NYG,20,14
2015-11-29,2015,0,JAX,LAC,25,31
2015-11-29,2015,0,NYJ,MIA,38,20
2015-11-29,2015,0,HOU,NO,24,6
2015-11-29,2015,0,ATL,MIN,10,20
2015-11-29,2015,0,TEN,OAK,21,24
2015-11-29,2015,0,SF,ARI,13,19
2015-11-29,2015,0,SEA,PIT,39,30
2015-11-29,2015,0,DEN,NE,30,24
2015-11-30,2015,0,CLE,BAL,27,33
2015-12-03,2015,0,DET,GB,23,27
2015-12-06,2015,0,TEN,JAX,42,39
2015-12-06,2015,0,BUF,HOU,30,21
2015-12-06,2015,0,NYG,NYJ,20,23
2015-12-06,2015,0,TB,ATL,23,19
2015-12-06,2015,0,CLE,CIN,3,37
2015-12-06,2015,0,MIA,BAL,15,13
2015-12-06,2015,0,CHI,SF,20,26
2015-12-06,2015,0,MIN,SEA,7,38
2015-12-06,2015,0,LAR,ARI,3,27
2015-12-06,2015,0,OAK,KC,20,34
2015-12-06,2015,0,LAC,DEN,3,17
2015-12-06,2015,0,NO,CAR,38,41
2015-12-06,2015,0,NE,PHI,28,35
2015-12-06,2015,0,PIT,IND,45,10
2015-12-07,2015,0,WSH,DAL,16,19
2015-12-10,2015,0,ARI,MIN,23,20
2015-12-13,2015,0,PHI,BUF,23,20
2015-12-13,2015,0,BAL,SEA,6,35
2015-12-13,2015,0,LAR,DET,21,14
2015-12-13,2015,0,TB,NO,17,24
2015-12-13,2015,0,CIN,PIT,20,33
2015-12-13,2015,0,CAR,ATL,38,0
2015-12-13,2015,0,NYJ,TEN,30,8
2015-12-13,2015,0,CHI,WSH,21,24
2015-12-13,2015,0,CLE,SF,24,10
2015-12-13,2015,0,KC,LAC,10,3
2015-12-13,2015,0,JAX,IND,51,16
2015-12-13,2015,0,DEN,OAK,12,15
2015-12-13,2015,0,GB,DAL,28,7
2015-12-13,2015,0,HOU,NE,6,27
2015-12-14,2015,0,MIA,NYG,24,31
2015-12-17,2015,0,LAR,TB,31,23
2015-12-19,2015,0,DAL,NYJ,16,19
2015-12-20,2015,0,BAL,KC,14,34
2015-12-20,2015,0,NYG,CAR,35,38
2015-12-20,2015,0,JAX,ATL,17,23
2015-12-20,2015,0,IND,HOU,10,16
2015-12-20,2015,0,WSH,BUF,35,25
2015-12-20,2015,0,NE,TEN,33,16
2015-12-20,2015,0,MIN,CHI,38,17
2015-12-20,2015,0,SEA,CLE,30,13
2015-12-20,2015,0,OAK,GB,20,30
2015-12-20,2015,0,SF,CIN,14,24
2015-12-20,2015,0,LAC,MIA,30,14
2015-12-20,2015,0,PIT,DEN,34,27
2015-12-20,2015,0,PHI,ARI,17,40
2015-12-21,2015,0,NO,DET,27,35
2015-12-24,2015,0,OAK,LAC,23,20
2015-12-26,2015,0,PHI,WSH,24,38
2015-12-27,2015,0,ATL,CAR,20,13
2015-12-27,2015,0,BAL,PIT,20,17
2015-12-27,2015,0,TEN,HOU,6,34
2015-12-27,2015,0,DET,SF,32,17
2015-12-27,2015,0,MIA,IND,12,18
2015-12-27,2015,0,NYJ,NE,26,20
2015-12-27,2015,0,KC,CLE,17,13
2015-12-27,2015,0,BUF,DAL,16,6
2015-12-27,2015,0,TB,CHI,21,26
2015-12-27,2015,0,NO,JAX,38,27
2015-12-27,2015,0,ARI,GB,38,8
2015-12-27,2015,0,SEA,LAR,17,23
2015-12-27,2015,0,MIN,NYG,49,17
2015-12-28,2015,0,DEN,CIN,20,17
2016-01-03,2015,0,BUF,NYJ,22,17
2016-01-03,2015,0,CLE,PIT,12,28
2016-01-03,2015,0,ATL,NO,17,20
2016-01-03,2015,0,NYG,PHI,30,35
2016-01-03,2015,0,DAL,WSH,23,34
2016-01-03,2015,0,CIN,BAL,24,16
2016-01-03,2015,0,MIA,NE,20,10
2016-01-03,2015,0,HOU,JAX,30,6
2016-01-03,2015,0,CHI,DET,20,24
2016-01-03,2015,0,IND,TEN,30,24
2016-01-03,2015,0,SF,LAR,19,16
2016-01-03,2015,0,KC,OAK,23,17
2016-01-03,2015,0,ARI,SEA,6,36
2016-01-03,2015,0,DEN,LAC,27,20
2016-01-03,2015,0,CAR,TB,38,10
2016-01-03,2015,0,GB,MIN,13,20
2016-01-09,2015,1,HOU,KC,0,30
2016-01-09,2015,1,CIN,PIT,16,18
2016-01-10,2015,1,MIN,SEA,9,10
2016-01-10,2015,1,WSH,GB,18,35
2016-01-16,2015,1,NE,KC,27,20
2016-01-16,2015,1,ARI,GB,26,20
2016-01-17,2015,1,CAR,SEA,31,24
2016-01-17,2015,1,DEN,PIT,23,16
2016-01-24,2015,1,CAR,ARI,49,15
2016-01-24,2015,1,DEN,NE,20,18
2016-02-07,2015,1,DEN,CAR,24,10
2016-09-08,2016,0,DEN,CAR,21,20
2016-09-11,2016,0,NO,OAK,34,35
2016-09-11,2016,0,KC,LAC,33,27
2016-09-11,2016,0,TEN,MIN,16,25
2016-09-11,2016,0,JAX,GB,23,27
2016-09-11,2016,0,NYJ,CIN,22,23
2016-09-11,2016,0,ATL,TB,24,31
2016-09-11,2016,0,PHI,CLE,29,10
2016-09-11,2016,0,HOU,CHI,23,14
2016-09-11,2016,0,BAL,BUF,13,7
2016-09-11,2016,0,SEA,MIA,12,10
2016-09-11,2016,0,IND,DET,35,39
2016-09-11,2016,0,DAL,NYG,19,20
2016-09-11,2016,0,ARI,NE,21,23
2016-09-12,2016,0,WSH,PIT,16,38
2016-09-12,2016,0,SF,LAR,28,0
2016-09-15,2016,0,BUF,NYJ,31,37
2016-09-18,2016,0,NYG,NO,16,13
2016-09-18,2016,0,CLE,BAL,20,25
2016-09-18,2016,0,NE,MIA,31,24
2016-09-18,2016,0,CAR,SF,46,27
2016-09-18,2016,0,DET,TEN,15,16
2016-09-18,2016,0,PIT,CIN,24,16
2016-09-18,2016,0,WSH,DAL,23,27
2016-09-18,2016,0,HOU,KC,19,12
2016-09-18,2016,0,ARI,TB,40,7
2016-09-18,2016,0,LAR,SEA,9,3
2016-09-18,2016,0,OAK,ATL,28,35
2016-09-18,2016,0,DEN,IND,34,20
2016-09-18,2016,0,LAC,JAX,38,14
2016-09-18,2016,0,MIN,GB,17,14
2016-09-19,2016,0,CHI,PHI,14,29
2016-09-22,2016,0,NE,HOU,27,0
2016-09-25,2016,0,CAR,MIN,10,22
2016-09-25,2016,0,BUF,ARI,33,18
2016-09-25,2016,0,JAX,BAL,17,19
2016-09-25,2016,0,GB,DET,34,27
2016-09-25,2016,0,NYG,WSH,27,29
2016-09-25,2016,0,MIA,CLE,30,24
2016-09-25,2016,0,CIN,DEN,17,29
2016-09-25,2016,0,TEN,OAK,10,17
2016-09-25,2016,0,SEA,SF,37,18
2016-09-25,2016,0,TB,LAR,32,37
2016-09-25,2016,0,PHI,PIT,34,3
2016-09-25,2016,0,KC,NYJ,24,3
2016-09-25,2016,0,IND,LAC,26,22
2016-09-25,2016,0,DAL,CHI,31,17
2016-09-26,2016,0,NO,ATL,32,45
2016-09-29,2016,0,CIN,MIA,22,7
2016-10-02,2016,0,JAX,IND,30,27
2016-10-02,2016,0,ATL,CAR,48,33
2016-10-02,2016,0,WSH,CLE,31,20
2016-10-02,2016,0,NE,BUF,0,16
2016-10-02,2016,0,BAL,OAK,27,28
2016-10-02,2016,0,HOU,TEN,27,20
2016-10-02,2016,0,CHI,DET,17,14
2016-10-02,2016,0,NYJ,SEA,17,27
2016-10-02,2016,0,TB,DEN,7,27
2016-10-02,2016,0,LAC,NO,34,35
2016-10-02,2016,0,SF,DAL,17,24
2016-10-02,2016,0,ARI,LAR,13,17
2016-10-02,2016,0,PIT,KC,43,14
2016-10-03,2016,0,MIN,NYG,24,10
2016-10-06,2016,0,SF,ARI,21,33
2016-10-09,2016,0,DET,PHI,24,23
2016-10-09,2016,0,CLE,NE,13,33
2016-10-09,2016,0,BAL,WSH,10,16
2016-10-09,2016,0,MIN,HOU,31,13
2016-10-09,2016,0,PIT,NYJ,31,13
2016-10-09,2016,0,MIA,TEN,17,30
2016-10-09,2016,0,IND,CHI,29,23
2016-10-09,2016,0,DEN,ATL,16,23
2016-10-09,2016,0,OAK,LAC,34,31
2016-10-09,2016,0,DAL,CIN,28,14
2016-10-09,2016,0,LAR,BUF,19,30
2016-10-09,2016,0,GB,NYG,23,16
2016-10-10,2016,0,CAR,TB,14,17
2016-10-13,2016,0,LAC,DEN,21,13
2016-10-16,2016,0,NO,CAR,41,38
2016-10-16,2016,0,BUF,SF,45,16
2016-10-16,2016,0,DET,LAR,31,28
2016-10-16,2016,0,TEN,CLE,28,26
2016-10-16,2016,0,CHI,JAX,16,17
2016-10-16,2016,0,WSH,PHI,27,20
2016-10-16,2016,0,NYG,BAL,27,23
2016-10-16,2016,0,MIA,PIT,30,15
2016-10-16,2016,0,NE,CIN,35,17
2016-10-16,2016,0,OAK,KC,10,26
2016-10-16,2016,0,SEA,ATL,26,24
2016-10-16,2016,0,GB,DAL,16,30
2016-10-16,2016,0,HOU,IND,26,23
2016-10-17,2016,0,ARI,NYJ,28,3
2016-10-20,2016,0,GB,CHI,26,10
2016-10-23,2016,0,LAR,NYG,10,17
2016-10-23,2016,0,PHI,MIN,21,10
2016-10-23,2016,0,MIA,BUF,28,25
2016-10-23,2016,0,TEN,IND,26,34
2016-10-23,2016,0,CIN,CLE,31,17
2016-10-23,2016,0,DET,WSH,20,17
2016-10-23,2016,0,KC,NO,27,21
2016-10-23,2016,0,JAX,OAK,16,33
2016-10-23,2016,0,NYJ,BAL,24,16
2016-10-23,2016,0,ATL,LAC,30,33
2016-10-23,2016,0,SF,TB,17,34
2016-10-23,2016,0,PIT,NE,16,27
2016-10-23,2016,0,ARI,SEA,6,6
2016-10-24,2016,0,DEN,HOU,27,9
2016-10-27,2016,0,TEN,JAX,36,22
2016-10-30,2016,0,CIN,WSH,27,27
2016-10-30,2016,0,CAR,ARI,30,20
2016-10-30,2016,0,HOU,DET,20,13
2016-10-30,2016,0,IND,KC,14,30
2016-10-30,2016,0,BUF,NE,25,41
2016-10-30,2016,0,TB,OAK,24,30
2016-10-30,2016,0,NO,SEA,25,20
2016-10-30,2016,0,CLE,NYJ,28,31
2016-10-30,2016,0,DEN,LAC,27,19
2016-10-30,2016,0,ATL,GB,33,32
2016-10-30,2016,0,DAL,PHI,29,23
2016-10-31,2016,0,CHI,MIN,20,10
2016-11-03,2016,0,TB,ATL,28,43
2016-11-06,2016,0,BAL,PIT,21,14
2016-11-06,2016,0,KC,JAX,19,14
2016-11-06,2016,0,MIA,NYJ,27,23
2016-11-06,2016,0,MIN,DET,16,22
2016-11-06,2016,0,CLE,DAL,10,35
2016-11-06,2016,0,NYG,PHI,28,23
2016-11-06,2016,0,SF,NO,23,41
2016-11-06,2016,0,LAR,CAR,10,13
2016-11-06,2016,0,GB,IND,26,31
2016-11-06,2016,0,LAC,TEN,43,35
2016-11-06,2016,0,OAK,DEN,30,20
2016-11-07,2016,0,SEA,BUF,31,25
2016-11-10,2016,0,BAL,CLE,28,7
2016-11-13,2016,0,NO,DEN,23,25
2016-11-13,2016,0,NYJ,LAR,6,9
2016-11-13,2016,0,TEN,GB,47,25
2016-11-13,2016,0,PHI,ATL,24,15
2016-11-13,2016,0,TB,CHI,36,10
2016-11-13,2016,0,WSH,MIN,26,20
2016-11-13,2016,0,JAX,HOU,21,24
2016-11-13,2016,0,CAR,KC,17,20
2016-11-13,2016,0,LAC,MIA,24,31
2016-11-13,2016,0,ARI,SF,23,20
2016-11-13,2016,0,PIT,DAL,30,35
2016-11-13,2016,0,NE,SEA,24,31
2016-11-14,2016,0,NYG,CIN,21,20
2016-11-17,2016,0,CAR,NO,23,20
2016-11-20,2016,0,CLE,PIT,9,24
2016-11-20,2016,0,DAL,BAL,27,17
2016-11-20,2016,0,KC,TB,17,19
2016-11-20,2016,0,NYG,CHI,22,16
2016-11-20,2016,0,CIN,BUF,12,16
2016-11-20,2016,0,DET,JAX,26,19
2016-11-20,2016,0,MIN,ARI,30,24
2016-11-20,2016,0,IND,TEN,24,17
2016-11-20,2016,0,LAR,MIA,10,14
2016-11-20,2016,0,SEA,PHI,26,15
2016-11-20,2016,0,SF,NE,17,30
2016-11-20,2016,0,WSH,GB,42,24
2016-11-21,2016,0,OAK,HOU,27,20
2016-11-24,2016,0,DET,MIN,16,13
2016-11-24,2016,0,DAL,WSH,31,26
2016-11-24,2016,0,IND,PIT,7,28
2016-11-27,2016,0,MIA,SF,31,24
2016-11-27,2016,0,ATL,ARI,38,19
2016-11-27,2016,0,CHI,TEN,21,27
2016-11-27,2016,0,NO,LAR,49,21
2016-11-27,2016,0,HOU,LAC,13,21
2016-11-27,2016,0,BAL,CIN,19,14
2016-11-27,2016,0,CLE,NYG,13,27
2016-11-27,2016,0,BUF,JAX,28,21
2016-11-27,2016,0,TB,SEA,14,5
2016-11-27,2016,0,OAK,CAR,35,32
2016-11-27,2016,0,NYJ,NE,17,22
2016-11-27,2016,0,DEN,KC,27,30
2016-11-28,2016,0,PHI,GB,13,27
2016-12-01,2016,0,MIN,DAL,15,17
2016-12-04,2016,0,CIN,PHI,32,14
2016-12-04,2016,0,CHI,SF,26,6
2016-12-04,2016,0,BAL,MIA,38,6
2016-12-04,2016,0,GB,HOU,21,13
2016-12-04,2016,0,NO,DET,13,28
2016-12-04,2016,0,NE,LAR,26,10
2016-12-04,2016,0,ATL,KC,28,29
2016-12-04,2016,0,JAX,DEN,10,20
2016-12-04,2016,0,OAK,BUF,38,24
2016-12-04,2016,0,LAC,TB,21,28
2016-12-04,2016,0,ARI,WSH,31,23
2016-12-04,2016,0,PIT,NYG,24,14
2016-12-04,2016,0,SEA,CAR,40,7
2016-12-05,2016,0,NYJ,IND,10,41
2016-12-08,2016,0,KC,OAK,21,13
2016-12-11,2016,0,IND,HOU,17,22
2016-12-11,2016,0,TEN,DEN,13,10
2016-12-11,2016,0,CAR,LAC,28,16
2016-12-11,2016,0,JAX,MIN,16,25
2016-12-11,2016,0,PHI,WSH,22,27
2016-12-11,2016,0,BUF,PIT,20,27
2016-12-11,2016,0,CLE,CIN,10,23
2016-12-11,2016,0,MIA,ARI,26,23
2016-12-11,2016,0,DET,CHI,20,17
2016-12-11,2016,0,SF,NYJ,17,23
2016-12-11,2016,0,TB,NO,16,11
2016-12-11,2016,0,GB,SEA,38,10
2016-12-11,2016,0,LAR,ATL,14,42
2016-12-11,2016,0,NYG,DAL,10,7
2016-12-12,2016,0,NE,BAL,30,23
2016-12-15,2016,0,SEA,LAR,24,3
2016-12-17,2016,0,NYJ,MIA,13,34
2016-12-18,2016,0,CIN,PIT,20,24
2016-12-18,2016,0,MIN,IND,6,34
2016-12-18,2016,0,NYG,DET,17,6
2016-12-18,2016,0,KC,TEN,17,19
2016-12-18,2016,0,HOU,JAX,21,20
2016-12-18,2016,0,BUF,CLE,33,13
2016-12-18,2016,0,BAL,PHI,27,26
2016-12-18,2016,0,CHI,GB,27,30
2016-12-18,2016,0,ATL,SF,41,13
2016-12-18,2016,0,ARI,NO,41,48
2016-12-18,2016,0,DEN,NE,3,16
2016-12-18,2016,0,LAC,OAK,16,19
2016-12-18,2016,0,DAL,TB,26,20
2016-12-19,2016,0,WSH,CAR,15,26
2016-12-22,2016,0,PHI,NYG,24,19
2016-12-24,2016,0,CHI,WSH,21,41
2016-12-24,2016,0,NE,NYJ,41,3
2016-12-24,2016,0,JAX,TEN,38,17
2016-12-24,2016,0,CAR,ATL,16,33
2016-12-24,2016,0,GB,MIN,38,25
2016-12-24,2016,0,BUF,MIA,31,34
2016-12-24,2016,0,CLE,LAC,20,17
2016-12-24,2016,0,OAK,IND,33,25
2016-12-24,2016,0,NO,TB,31,24
2016-12-24,2016,0,LAR,SF,21,22
2016-12-24,2016,0,SEA,ARI,31,34
2016-12-24,2016,0,HOU,CIN,12,10
2016-12-25,2016,0,PIT,BAL,31,27
2016-12-25,2016,0,KC,DEN,33,10
2016-12-26,2016,0,DAL,DET,42,21
2017-01-01,2016,0,MIA,NE,14,35
2017-01-01,2016,0,CIN,BAL,27,10
2017-01-01,2016,0,IND,JAX,24,20
2017-01-01,2016,0,MIN,CHI,38,10
2017-01-01,2016,0,TEN,HOU,24,17
2017-01-01,2016,0,TB,CAR,17,16
2017-01-01,2016,0,PIT,CLE,27,24
2017-01-01,2016,0,PHI,DAL,27,13
2017-01-01,2016,0,NYJ,BUF,30,10
2017-01-01,2016,0,SF,SEA,23,25
2017-01-01,2016,0,WSH,NYG,10,19
2017-01-01,2016,0,DEN,OAK,24,6
2017-01-01,2016,0,ATL,NO,38,32
2017-01-01,2016,0,LAC,KC,27,37
2017-01-01,2016,0,LAR,ARI,6,44
2017-01-01,2016,0,DET,GB,24,31
2017-01-07,2016,1,HOU,OAK,27,14
2017-01-07,2016,1,SEA,DET,26,6
